Disease,Drug_Family,Drug_Name,Drug_URL,Disease_URL
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,nevirapine,https://www.drugs.com/mtm/nevirapine.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,rilpivirine,https://www.drugs.com/mtm/rilpivirine.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,atazanavir,https://www.drugs.com/mtm/atazanavir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,darunavir,https://www.drugs.com/mtm/darunavir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,fosamprenavir,https://www.drugs.com/mtm/fosamprenavir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,ritonavir,https://www.drugs.com/mtm/ritonavir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,tipranavir,https://www.drugs.com/mtm/tipranavir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,enfuvirtide (,https://www.drugs.com/mtm/enfuvirtide.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,maraviroc,https://www.drugs.com/mtm/maraviroc.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,cabotegravir,https://www.drugs.com/mtm/cabotegravir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,dolutegravir,https://www.drugs.com/mtm/dolutegravir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,raltegravir,https://www.drugs.com/mtm/raltegravir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,fostemsavir,https://www.drugs.com/mtm/fostemsavir.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,ibalizumab-uiyk,https://www.drugs.com/mtm/ibalizumab.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,lenacapavir,https://www.drugs.com/mtm/lenacapavir-oral-injection.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,cobicistat,https://www.drugs.com/mtm/cobicistat.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/biktarvy.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Immune Deficiency Syndrome (HIV Infection),General/Unspecified,cabotegravir / rilpivirine,https://www.drugs.com/mtm/cabotegravir-and-rilpivirine.html,https://www.drugs.com/condition/hiv-infection.html
Acquired Methemoglobinemia (Methemoglobinemia),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/methylene-blue-injection.html,https://www.drugs.com/condition/methemoglobinemia.html
Acquired Methemoglobinemia (Methemoglobinemia),General/Unspecified,ProvayBlue,https://www.drugs.com/mtm/provayblue-injection.html,https://www.drugs.com/condition/methemoglobinemia.html
Acromegaly,General/Unspecified,Sandostatin LAR Depot,https://www.drugs.com/cons/sandostatin-lar-depot.html,https://www.drugs.com/condition/acromegaly.html
Acromegaly,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/somavert.html,https://www.drugs.com/condition/acromegaly.html
Acromegaly,General/Unspecified,octreotide,https://www.drugs.com/mtm/octreotide-oral-injection.html,https://www.drugs.com/condition/acromegaly.html
Acromegaly,General/Unspecified,bromocriptine,https://www.drugs.com/mtm/bromocriptine.html,https://www.drugs.com/condition/acromegaly.html
Acromegaly,General/Unspecified,Parlodel,https://www.drugs.com/mtm/parlodel.html,https://www.drugs.com/condition/acromegaly.html
Acromegaly,General/Unspecified,pegvisomant,https://www.drugs.com/mtm/pegvisomant.html,https://www.drugs.com/condition/acromegaly.html
Acromegaly,General/Unspecified,Signifor LAR,https://www.drugs.com/mtm/signifor-lar.html,https://www.drugs.com/condition/acromegaly.html
Acromegaly,General/Unspecified,pasireotide,https://www.drugs.com/mtm/pasireotide.html,https://www.drugs.com/condition/acromegaly.html
Acromelalgia (Erythromelalgia),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/gabapentin.html,https://www.drugs.com/condition/erythromelalgia.html
Actinic Keratosis,General/Unspecified,fluorouracil,https://www.drugs.com/mtm/fluorouracil-topical.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinic Keratosis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/fluorouracil-cream.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinic Keratosis,General/Unspecified,Efudex,https://www.drugs.com/cons/efudex.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinic Keratosis,General/Unspecified,Tolak,https://www.drugs.com/mtm/tolak.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinic Keratosis,General/Unspecified,Carac,https://www.drugs.com/mtm/carac.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinic Keratosis,General/Unspecified,aminolevulinic acid,https://www.drugs.com/mtm/aminolevulinic-acid-topical.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinic Keratosis,General/Unspecified,Fluoroplex,https://www.drugs.com/mtm/fluoroplex.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinic Keratosis,General/Unspecified,ingenol,https://www.drugs.com/cons/ingenol.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinic Keratosis,General/Unspecified,tirbanibulin,https://www.drugs.com/mtm/tirbanibulin-topical.html,https://www.drugs.com/condition/actinic-keratosis.html
Actinomycosis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/amoxicillin.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,Vibramycin,https://www.drugs.com/cons/vibramycin-calcium.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,Doryx,https://www.drugs.com/cons/doryx.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,Monodox,https://www.drugs.com/cons/monodox.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,Doryx MPC,https://www.drugs.com/cons/doryx-mpc.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,Minocin,https://www.drugs.com/cons/minocin-minocycline-intravenous.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,penicillin g potassium,https://www.drugs.com/mtm/penicillin-g-potassium.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,penicillin g sodium,https://www.drugs.com/mtm/penicillin-g-sodium.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,Pfizerpen,https://www.drugs.com/mtm/pfizerpen.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,Dynacin,https://www.drugs.com/cons/dynacin.html,https://www.drugs.com/condition/actinomycosis.html
Actinomycosis,General/Unspecified,Ximino,https://www.drugs.com/cons/ximino.html,https://www.drugs.com/condition/actinomycosis.html
Activated Phosphoinositide 3-Kinase Delta Syndrome (Activated PI3K-Delta Syndrome),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/joenja.html,https://www.drugs.com/condition/activated-phosphoinositide-3-kinase-delta-syndrome.html
Activated Phosphoinositide 3-Kinase Delta Syndrome (Activated PI3K-Delta Syndrome),General/Unspecified,leniolisib,https://www.drugs.com/mtm/leniolisib.html,https://www.drugs.com/condition/activated-phosphoinositide-3-kinase-delta-syndrome.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Prescribing Information,https://www.drugs.com/pro/albuterol.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,ProAir HFA,https://www.drugs.com/cons/proair-hfa.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Ventolin,https://www.drugs.com/cons/ventolin-albuterol-oral.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Proventil HFA,https://www.drugs.com/cons/proventil-hfa.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Adrenalin,https://www.drugs.com/mtm/adrenalin.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,hydrocortisone,https://www.drugs.com/mtm/hydrocortisone-injection.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Medrol,https://www.drugs.com/mtm/medrol.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,theophylline,https://www.drugs.com/mtm/theophylline.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,MethylPREDNISolone Dose Pack,https://www.drugs.com/mtm/methylprednisolone-dose-pack.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,ProAir RespiClick,https://www.drugs.com/mtm/proair-respiclick.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,levalbuterol,https://www.drugs.com/mtm/levalbuterol-inhalation.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Dexamethasone Intensol,https://www.drugs.com/mtm/dexamethasone-intensol.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Solu-Medrol,https://www.drugs.com/mtm/solu-medrol-injection.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Vospire ER,https://www.drugs.com/cons/vospire-er.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Xopenex HFA,https://www.drugs.com/mtm/xopenex-hfa.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Cortef,https://www.drugs.com/mtm/cortef.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Medrol Dosepak,https://www.drugs.com/mtm/medrol-dosepak.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,terbutaline,https://www.drugs.com/mtm/terbutaline-oral-injection.html,https://www.drugs.com/condition/asthma-acute.html
"Acute Asthma (Asthma, acute)",General/Unspecified,Depo-Medrol,https://www.drugs.com/mtm/depo-medrol-injection.html,https://www.drugs.com/condition/asthma-acute.html
Acute childhood leukemia (Acute Lymphocytic Leukemia),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/prednisone.html,https://www.drugs.com/condition/acute-lymphocytic-leukemia.html
Acute childhood leukemia (Acute Lymphocytic Leukemia),General/Unspecified,vincristine,https://www.drugs.com/mtm/vincristine.html,https://www.drugs.com/condition/acute-lymphocytic-leukemia.html
Acute childhood leukemia (Acute Lymphocytic Leukemia),General/Unspecified,cyclophosphamide,https://www.drugs.com/mtm/cyclophosphamide-oral-and-injection.html,https://www.drugs.com/condition/acute-lymphocytic-leukemia.html
Acute childhood leukemia (Acute Lymphocytic Leukemia),General/Unspecified,daunorubicin,https://www.drugs.com/mtm/daunorubicin.html,https://www.drugs.com/condition/acute-lymphocytic-leukemia.html
Acute childhood leukemia (Acute Lymphocytic Leukemia),General/Unspecified,Trexall,https://www.drugs.com/mtm/trexall.html,https://www.drugs.com/condition/acute-lymphocytic-leukemia.html
Acute childhood leukemia (Acute Lymphocytic Leukemia),General/Unspecified,Frindovyx,https://www.drugs.com/pro/frindovyx.html,https://www.drugs.com/condition/acute-lymphocytic-leukemia.html
Acute Coronary Syndrome,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/plavix.html,https://www.drugs.com/condition/acute-coronary-syndrome.html
Acute Coronary Syndrome,General/Unspecified,clopidogrel,https://www.drugs.com/mtm/clopidogrel.html,https://www.drugs.com/condition/acute-coronary-syndrome.html
Acute Coronary Syndrome,General/Unspecified,ticagrelor,https://www.drugs.com/mtm/ticagrelor.html,https://www.drugs.com/condition/acute-coronary-syndrome.html
Acute Coronary Syndrome,General/Unspecified,prasugrel,https://www.drugs.com/mtm/prasugrel.html,https://www.drugs.com/condition/acute-coronary-syndrome.html
Acute Coronary Syndrome,General/Unspecified,enoxaparin,https://www.drugs.com/mtm/enoxaparin.html,https://www.drugs.com/condition/acute-coronary-syndrome.html
Acute Coronary Syndrome,General/Unspecified,Aggrastat,https://www.drugs.com/mtm/aggrastat.html,https://www.drugs.com/condition/acute-coronary-syndrome.html
Acute Coronary Syndrome,General/Unspecified,tirofiban,https://www.drugs.com/mtm/tirofiban.html,https://www.drugs.com/condition/acute-coronary-syndrome.html
Acute Coronary Syndrome,General/Unspecified,eptifibatide,https://www.drugs.com/mtm/eptifibatide.html,https://www.drugs.com/condition/acute-coronary-syndrome.html
"Acute Coronary Syndrome, Prophylaxis",General/Unspecified,clopidogrel,https://www.drugs.com/mtm/clopidogrel.html,https://www.drugs.com/condition/acute-coronary-syndrome-prophylaxis.html
"Acute Coronary Syndrome, Prophylaxis",General/Unspecified,Prescribing Information,https://www.drugs.com/pro/clopidogrel.html,https://www.drugs.com/condition/acute-coronary-syndrome-prophylaxis.html
Acute cough (Cough),General/Unspecified,Buckleys Mixture,https://www.drugs.com/mtm/buckleys-mixture.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Tessalon,https://www.drugs.com/pro/tessalon.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,potassium iodide,https://www.drugs.com/mtm/potassium-iodide.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,codeine and guaifenesin,https://www.drugs.com/mtm/codeine-and-guaifenesin.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Allfen CD,https://www.drugs.com/mtm/allfen-cd.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Promethazine DM,https://www.drugs.com/mtm/promethazine-dm.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Deconex IR,https://www.drugs.com/mtm/deconex-ir.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Peppermint,https://www.drugs.com/mtm/peppermint.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Slippery elm,https://www.drugs.com/mtm/slippery-elm.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/benzonatate.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Tessalon Perles,https://www.drugs.com/mtm/tessalon-perles.html,https://www.drugs.com/condition/cough.html
Acute cough (Cough),General/Unspecified,Cheratussin AC,https://www.drugs.com/mtm/cheratussin-ac.html,https://www.drugs.com/condition/cough.html
